YEAR,ID,AGE,SEX,MARITAL,PREMARSX,BIBLE,SEXFREQ
2006,4023,47,1,Never married,,,
2006,4033,47,2,Married,,,
2006,4043,47,2,Married,Sometimes wrong,Literal word of God,Weekly
2006,4072,47,2,Married,,,
2006,4131,47,1,Divorced,,,
2006,4169,47,2,Married,Almost always wrong,Inspired word of God,2-3 times per week
2006,4196,47,2,Widowed,,,
2006,4221,47,1,Married,,,
2006,4250,47,1,Married,,,
2006,4261,47,1,Married,,,
2006,4269,47,1,Never married,,,
2006,4301,47,1,Married,,,
2006,4353,47,2,Never married,,Fables and legends,Once or twice
2006,4396,47,2,Married,Always wrong,Inspired word of God,2-3 times per week
2006,4411,47,2,Divorced,,,Not at all
2006,4432,47,1,Married,,,
2006,4433,47,2,Married,,,
2006,4434,47,2,Divorced,,,
2006,4460,47,2,Divorced,,,
2006,4461,47,1,Separated,,Inspired word of God,2-3 times per week
2006,4500,47,2,Married,Always wrong,Literal word of God,2-3 times per week
2006,4503,47,2,Divorced,,,
2008,3,47,1,Married,Always wrong,Fables and legends,4+ times per week
2008,80,47,2,Divorced,Not wrong at all,,
2008,132,47,1,Married,,Literal word of God,4+ times per week
2008,134,47,2,Married,,Fables and legends,2-3 times per week
2008,137,47,1,Divorced,Sometimes wrong,Fables and legends,2-3 times per week
2008,152,47,2,Divorced,Not wrong at all,Literal word of God,4+ times per week
2008,156,47,2,Never married,,Literal word of God,Not at all
2008,198,47,2,Never married,Always wrong,Inspired word of God,Not at all
2008,250,47,1,Married,,Inspired word of God,Weekly
2008,261,47,2,Married,Almost always wrong,Inspired word of God,
2008,262,47,1,Married,Not wrong at all,Inspired word of God,
2008,298,47,1,Divorced,,Fables and legends,4+ times per week
2008,363,47,2,Married,Not wrong at all,Inspired word of God,Weekly
2008,461,47,2,Divorced,Always wrong,Inspired word of God,
2008,508,47,1,Married,Almost always wrong,Inspired word of God,
2008,590,47,2,Married,,Fables and legends,Once a month
2008,610,47,2,Married,Not wrong at all,Inspired word of God,Not at all
2008,634,47,2,Married,Sometimes wrong,Literal word of God,Weekly
2008,717,47,2,Married,Not wrong at all,Inspired word of God,Once or twice
2008,767,47,2,Never married,Not wrong at all,Fables and legends,
2008,789,47,1,Divorced,Sometimes wrong,Inspired word of God,2-3 times per week
2008,912,47,1,Married,Not wrong at all,Inspired word of God,Weekly
2008,919,47,1,Never married,,Fables and legends,Weekly
2008,930,47,2,Married,Not wrong at all,Inspired word of God,2-3 times per week
2008,955,47,2,Married,Not wrong at all,Inspired word of God,Once a month
2008,1001,47,2,Married,Sometimes wrong,Inspired word of God,
2008,1010,47,2,Widowed,Always wrong,Literal word of God,
2008,1079,47,1,Divorced,,Inspired word of God,Weekly
2008,1145,47,1,Separated,Sometimes wrong,Inspired word of God,Not at all
2008,1204,47,1,Married,Not wrong at all,Fables and legends,2-3 times a month
2008,1237,47,2,Married,Not wrong at all,Literal word of God,
2008,1293,47,1,Never married,,Fables and legends,Not at all
2008,1404,47,1,Divorced,,,
2008,1407,47,2,Married,,Fables and legends,4+ times per week
2008,1448,47,2,Married,,Inspired word of God,2-3 times per week
2008,1513,47,1,Married,Not wrong at all,Inspired word of God,Weekly
2008,1574,47,2,Married,Not wrong at all,Inspired word of God,Weekly
2008,1616,47,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
2008,1624,47,1,Married,Always wrong,Literal word of God,
2008,1642,47,1,Married,,Inspired word of God,
2008,1661,47,1,Divorced,Not wrong at all,Literal word of God,Not at all
2008,1672,47,2,Divorced,Not wrong at all,Inspired word of God,
2008,1674,47,2,Married,Sometimes wrong,Inspired word of God,
2008,1735,47,1,Married,Not wrong at all,Inspired word of God,Weekly
2008,1745,47,1,Divorced,Always wrong,Literal word of God,2-3 times per week
2008,1838,47,2,Divorced,Not wrong at all,Inspired word of God,Not at all
2008,1906,47,1,Married,,Inspired word of God,2-3 times a month
2008,1921,47,2,Divorced,,Inspired word of God,Once or twice
2008,2018,47,2,Separated,Always wrong,Literal word of God,Not at all
1989,33,48,2,Married,Not wrong at all,Inspired word of God,2-3 times per week
1989,132,48,2,Divorced,Not wrong at all,Fables and legends,
1989,133,48,2,Married,Not wrong at all,Inspired word of God,2-3 times a month
1989,202,48,1,Married,,,2-3 times per week
1989,232,48,1,Married,,,2-3 times per week
1989,318,48,1,Never married,Not wrong at all,Inspired word of God,Not at all
1989,329,48,1,Married,,,2-3 times per week
1989,348,48,1,Never married,,,
1989,505,48,2,Divorced,Not wrong at all,Literal word of God,Once or twice
1989,523,48,1,Married,Sometimes wrong,Inspired word of God,2-3 times a month
1989,543,48,2,Married,Sometimes wrong,Inspired word of God,2-3 times per week
1989,547,48,1,Married,,Inspired word of God,2-3 times a month
1989,627,48,2,Divorced,,,
1989,786,48,2,Married,Sometimes wrong,Fables and legends,4+ times per week
1989,827,48,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
1989,834,48,1,Married,Almost always wrong,Inspired word of God,Weekly
1989,1112,48,2,Divorced,Almost always wrong,Inspired word of God,2-3 times a month
1989,1153,48,2,Divorced,,,Weekly
1989,1246,48,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
1989,1286,48,1,Married,,,2-3 times a month
1989,1365,48,2,Divorced,Always wrong,Literal word of God,Weekly
1989,1379,48,2,Married,,Literal word of God,4+ times per week
1989,1449,48,1,Married,,,Weekly
1989,1461,48,2,Widowed,Always wrong,Inspired word of God,Not at all
1990,66,48,2,Married,Not wrong at all,Fables and legends,
1990,153,48,2,Married,,,Weekly
1990,157,48,2,Married,,,
1990,220,48,2,Married,Always wrong,Literal word of God,2-3 times a month
1990,253,48,2,Married,Sometimes wrong,Fables and legends,
1990,360,48,2,Married,,,2-3 times a month
1990,385,48,2,Divorced,Sometimes wrong,Inspired word of God,Not at all
1990,591,48,1,Married,Not wrong at all,Inspired word of God,
1990,797,48,2,Married,Always wrong,Literal word of God,
1990,817,48,2,Married,Always wrong,Literal word of God,2-3 times per week
1990,869,48,1,Married,,,2-3 times per week
1990,967,48,1,Married,Almost always wrong,Inspired word of God,
1990,977,48,2,Divorced,Always wrong,Inspired word of God,Not at all
1990,989,48,1,Married,,,
1990,1027,48,1,Married,Sometimes wrong,Inspired word of God,
1990,1126,48,1,Married,Almost always wrong,Inspired word of God,
1990,1232,48,2,Married,Always wrong,Literal word of God,Weekly
1990,1251,48,1,Married,,,2-3 times a month
1990,1309,48,1,Married,Sometimes wrong,Literal word of God,
1991,36,48,1,Married,Almost always wrong,Fables and legends,Once a month
1991,65,48,2,Married,,,Once a month
1991,205,48,2,Divorced,,,Not at all
1991,266,48,1,Married,Always wrong,Literal word of God,Weekly
1991,298,48,1,Married,,,2-3 times a month
1991,366,48,2,Married,Always wrong,Literal word of God,Weekly
1991,411,48,1,Married,,,2-3 times a month
1991,473,48,2,Married,,,Weekly
1991,486,48,1,Married,Not wrong at all,Inspired word of God,2-3 times a month
1991,554,48,2,Never married,Almost always wrong,Inspired word of God,2-3 times a month
1991,563,48,1,Married,Almost always wrong,Literal word of God,2-3 times per week
1991,572,48,2,Married,,,Weekly
1991,689,48,2,Married,,,2-3 times a month
1991,716,48,2,Widowed,Not wrong at all,Literal word of God,2-3 times per week
1991,732,48,1,Married,,,Weekly
1991,741,48,2,Married,,,Weekly
1991,896,48,1,Married,,,
1991,1049,48,2,Never married,Not wrong at all,Fables and legends,2-3 times a month
1991,1087,48,1,Married,Always wrong,Literal word of God,2-3 times a month
1991,1179,48,2,Married,,Fables and legends,
1991,1262,48,2,Married,Almost always wrong,Literal word of God,Weekly
1991,1285,48,2,Married,,,Weekly
1991,1351,48,1,Married,Not wrong at all,Literal word of God,
1991,1357,48,2,Married,Not wrong at all,Inspired word of God,2-3 times a month
1991,1390,48,1,Married,Not wrong at all,Inspired word of God,
1991,1391,48,2,Married,Sometimes wrong,Inspired word of God,
1991,1406,48,2,Married,,,Weekly
1991,1498,48,2,Married,Not wrong at all,Inspired word of God,
1991,1511,48,1,Never married,Not wrong at all,Literal word of God,
1993,51,48,1,Never married,,,Weekly
1993,64,48,2,Married,,,2-3 times per week
1993,164,48,1,Married,,,2-3 times a month
1993,311,48,2,Married,Always wrong,Literal word of God,Once a month
1993,547,48,2,Widowed,Sometimes wrong,Inspired word of God,Once a month
1993,660,48,2,Separated,Always wrong,Inspired word of God,Once or twice
1993,730,48,2,Married,,,Once or twice
1993,748,48,2,Married,,,Weekly
1993,768,48,2,Married,Not wrong at all,Inspired word of God,Weekly
1993,788,48,1,Married,Not wrong at all,Fables and legends,2-3 times per week
1993,796,48,1,Widowed,Not wrong at all,Inspired word of God,Once or twice
1993,940,48,2,Divorced,Always wrong,Inspired word of God,Once a month
1993,1135,48,2,Divorced,Sometimes wrong,Literal word of God,Not at all
1993,1199,48,2,Married,,,Once a month
1993,1202,48,2,Married,,,
1993,1282,48,2,Married,Not wrong at all,Inspired word of God,2-3 times per week
1993,1381,48,1,Never married,Not wrong at all,,
1993,1382,48,2,Divorced,,,
1993,1416,48,2,Divorced,,,Not at all
1993,1598,48,2,Married,,,Once a month
1994,113,48,1,Never married,,,2-3 times a month
1994,139,48,1,Married,,,2-3 times a month
1994,152,48,2,Married,Not wrong at all,Inspired word of God,2-3 times a month
1994,155,48,1,Married,Sometimes wrong,Inspired word of God,2-3 times a month
1994,181,48,1,Married,Always wrong,Inspired word of God,
1994,301,48,1,Divorced,Sometimes wrong,Inspired word of God,2-3 times per week
1994,390,48,1,Married,Always wrong,Literal word of God,Once a month
1994,534,48,1,Married,Sometimes wrong,Inspired word of God,Once a month
1994,535,48,1,Married,Not wrong at all,Fables and legends,2-3 times a month
1994,626,48,1,Divorced,,,Once or twice
1994,720,48,1,Married,Not wrong at all,Inspired word of God,2-3 times a month
1994,784,48,2,Married,Sometimes wrong,Inspired word of God,2-3 times per week
1994,789,48,1,Married,,,Weekly
1994,823,48,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
1994,868,48,2,Never married,,,
1994,965,48,2,Married,Not wrong at all,Inspired word of God,Weekly
1994,974,48,2,Divorced,Always wrong,Literal word of God,2-3 times per week
1994,1015,48,1,Married,Always wrong,Literal word of God,
1994,1049,48,1,Married,,,Once a month
1994,1082,48,1,Married,Not wrong at all,Fables and legends,Weekly
1994,1174,48,1,Married,Always wrong,Literal word of God,2-3 times per week
1994,1308,48,1,Married,Not wrong at all,Fables and legends,Weekly
1994,1401,48,2,Married,,,
1994,1421,48,1,Married,Sometimes wrong,Inspired word of God,2-3 times a month
1994,1472,48,1,Married,,,
1994,1524,48,2,Married,,,2-3 times a month
1994,1549,48,1,Married,,,2-3 times per week
1994,1556,48,1,Married,Sometimes wrong,Inspired word of God,2-3 times a month
1994,1585,48,2,Married,Not wrong at all,Inspired word of God,2-3 times a month
1994,1635,48,1,Divorced,Sometimes wrong,Inspired word of God,Weekly
1994,1851,48,2,Married,Always wrong,Literal word of God,Weekly
1994,1941,48,1,Married,,,Weekly
1994,1949,48,1,Divorced,,,2-3 times per week
1994,1964,48,1,Widowed,,,Weekly
1994,2086,48,1,Married,Sometimes wrong,Literal word of God,2-3 times a month
1994,2147,48,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
1994,2154,48,2,Married,,,2-3 times a month
1994,2168,48,2,Divorced,,,Once a month
1994,2279,48,2,Never married,,,Not at all
1994,2305,48,1,Never married,,,2-3 times per week
1994,2325,48,2,Married,Almost always wrong,Inspired word of God,Once a month
1994,2376,48,2,Married,Always wrong,Literal word of God,Weekly
1994,2383,48,1,Married,Always wrong,Fables and legends,4+ times per week
1994,2431,48,2,Married,,,Once a month
1994,2465,48,2,Married,Almost always wrong,Inspired word of God,2-3 times a month
1994,2475,48,2,Married,,,2-3 times a month
1994,2563,48,2,Never married,Always wrong,Literal word of God,
1994,2574,48,2,Married,,,Once a month
1994,2625,48,2,Married,Always wrong,Literal word of God,Weekly
1994,2678,48,1,Divorced,Not wrong at all,Literal word of God,Not at all
1994,2712,48,2,Widowed,Always wrong,Literal word of God,Not at all
1994,2730,48,2,Married,Always wrong,Literal word of God,2-3 times a month
1994,2812,48,2,Divorced,,,4+ times per week
1994,2943,48,2,Separated,,,Not at all
1994,2992,48,2,Never married,Not wrong at all,Fables and legends,2-3 times per week
1996,7,48,1,Separated,,,2-3 times a month
1996,123,48,2,Married,Always wrong,Literal word of God,4+ times per week
1996,199,48,2,Widowed,Not wrong at all,Inspired word of God,2-3 times per week
1996,220,48,2,Married,Not wrong at all,Fables and legends,2-3 times per week
1996,322,48,1,Married,,Inspired word of God,Once or twice
1996,426,48,1,Married,Not wrong at all,Fables and legends,2-3 times per week
1996,461,48,2,Never married,Sometimes wrong,Inspired word of God,Once or twice
1996,488,48,1,Married,Not wrong at all,Inspired word of God,Weekly
1996,507,48,2,Widowed,Not wrong at all,Literal word of God,2-3 times per week
1996,522,48,2,Married,Sometimes wrong,Inspired word of God,4+ times per week
1996,546,48,1,Married,Not wrong at all,Inspired word of God,2-3 times a month
1996,609,48,2,Never married,Always wrong,Literal word of God,Not at all
1996,621,48,1,Divorced,Not wrong at all,Literal word of God,2-3 times a month
1996,645,48,1,Never married,Sometimes wrong,Inspired word of God,Weekly
1996,664,48,2,Married,,,2-3 times per week
1996,691,48,1,Married,Not wrong at all,Fables and legends,Weekly
1996,742,48,1,Married,Always wrong,Literal word of God,
1996,807,48,1,Divorced,Not wrong at all,Inspired word of God,
1996,830,48,2,Divorced,Sometimes wrong,Inspired word of God,2-3 times a month
1996,868,48,2,Married,Always wrong,Inspired word of God,Once or twice
1996,875,48,1,Married,,,
1996,937,48,1,Married,Not wrong at all,Inspired word of God,Once a month
1996,983,48,2,Married,,,2-3 times per week
1996,1044,48,2,Widowed,,,Not at all
1996,1169,48,2,Divorced,Almost always wrong,Literal word of God,Once or twice
1996,1177,48,2,Married,,,2-3 times a month
1996,1195,48,1,Married,Not wrong at all,Fables and legends,2-3 times a month
1996,1223,48,1,Married,,,Weekly
1996,1271,48,2,Divorced,Not wrong at all,Fables and legends,2-3 times per week
1996,1281,48,1,Married,,,Weekly
1996,1396,48,2,Divorced,Sometimes wrong,Inspired word of God,Not at all
1996,1488,48,1,Married,,,2-3 times a month
1996,1577,48,1,Divorced,Sometimes wrong,Fables and legends,Weekly
1996,1622,48,1,Married,,,Weekly
1996,1659,48,2,Married,Not wrong at all,Inspired word of God,Weekly
1996,1725,48,1,Married,,Fables and legends,2-3 times per week
1996,1772,48,1,Married,Always wrong,Inspired word of God,Weekly
1996,1818,48,2,Married,,,Weekly
1996,1840,48,1,Married,,,2-3 times a month
1996,1863,48,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
1996,1934,48,1,Divorced,,,Not at all
1996,2001,48,1,Married,Not wrong at all,Literal word of God,2-3 times per week
1996,2026,48,2,Widowed,Always wrong,Inspired word of God,Once or twice
1996,2046,48,1,Separated,Not wrong at all,,
1996,2068,48,2,Divorced,Not wrong at all,Inspired word of God,2-3 times a month
1996,2072,48,2,Divorced,Sometimes wrong,Inspired word of God,Not at all
1996,2074,48,2,Divorced,Not wrong at all,Fables and legends,Not at all
1996,2076,48,2,Married,Always wrong,Literal word of God,
1996,2119,48,2,Divorced,,,Not at all
1996,2183,48,2,Never married,Always wrong,Inspired word of God,Not at all
1996,2206,48,1,Married,Sometimes wrong,Inspired word of God,2-3 times per week
1996,2247,48,2,Married,,,Once a month
1996,2253,48,1,Divorced,,,Weekly
1996,2318,48,2,Married,Always wrong,Inspired word of God,2-3 times per week
1996,2471,48,1,Never married,,,
1996,2515,48,1,Married,Always wrong,Inspired word of God,Weekly
1996,2587,48,2,Married,,,
1996,2611,48,2,Married,,,2-3 times per week
1996,2634,48,2,Divorced,Sometimes wrong,Literal word of God,Not at all
1996,2703,48,2,Married,Always wrong,Literal word of God,Weekly
1996,2714,48,2,Married,Always wrong,Literal word of God,4+ times per week
1996,2761,48,2,Never married,,,Once a month
1996,2820,48,2,Never married,Not wrong at all,Fables and legends,2-3 times a month
1996,2823,48,1,Separated,Not wrong at all,Literal word of God,2-3 times a month
1996,2834,48,1,Married,,,2-3 times a month
1996,2870,48,2,Never married,Almost always wrong,Inspired word of God,Not at all
1998,14,48,1,Married,,Inspired word of God,2-3 times per week
1998,29,48,2,Divorced,,,
1998,72,48,2,Married,Always wrong,Literal word of God,Weekly
1998,99,48,2,Married,,,Weekly
1998,152,48,2,Married,Always wrong,Literal word of God,Once or twice
1998,163,48,1,Divorced,Not wrong at all,Inspired word of God,Weekly
1998,164,48,1,Divorced,,,2-3 times a month
1998,247,48,1,Married,Sometimes wrong,Fables and legends,2-3 times per week
1998,256,48,2,Married,Not wrong at all,Inspired word of God,Once a month
1998,257,48,2,Divorced,Not wrong at all,Literal word of God,2-3 times per week
1998,295,48,1,Married,,Inspired word of God,
1998,321,48,2,Married,,Inspired word of God,Once a month
1998,373,48,1,Married,Not wrong at all,Inspired word of God,
1998,385,48,2,Separated,Not wrong at all,Literal word of God,
1998,431,48,2,Divorced,Not wrong at all,Inspired word of God,
1998,580,48,1,Married,Not wrong at all,Inspired word of God,2-3 times a month
1998,658,48,2,Divorced,Sometimes wrong,Inspired word of God,
1998,897,48,1,Divorced,Not wrong at all,Literal word of God,
1998,940,48,2,Never married,Not wrong at all,,Once a month
1998,1152,48,2,Divorced,Not wrong at all,Inspired word of God,4+ times per week
1998,1206,48,1,Married,,,2-3 times per week
1998,1216,48,2,Married,Always wrong,Inspired word of God,2-3 times a month
1998,1253,48,1,Married,Not wrong at all,Inspired word of God,2-3 times a month
1998,1267,48,1,Divorced,Not wrong at all,Inspired word of God,2-3 times per week
1998,1487,48,1,Never married,Not wrong at all,Inspired word of God,Once or twice
1998,1583,48,2,Married,Almost always wrong,Inspired word of God,2-3 times per week
1998,1628,48,2,Divorced,Sometimes wrong,Fables and legends,2-3 times a month
1998,1708,48,2,Divorced,,Literal word of God,Not at all
1998,1773,48,2,Never married,,Inspired word of God,
1998,1861,48,1,Never married,Almost always wrong,Inspired word of God,Not at all
1998,1883,48,2,Divorced,,,2-3 times per week
1998,1904,48,2,Married,Not wrong at all,Fables and legends,Weekly
1998,2063,48,1,Divorced,Always wrong,Literal word of God,2-3 times a month
1998,2102,48,1,Widowed,Almost always wrong,Inspired word of God,Not at all
1998,2185,48,1,Married,,,Weekly
1998,2199,48,2,Married,,,4+ times per week
1998,2203,48,1,Married,Not wrong at all,Inspired word of God,2-3 times a month
1998,2305,48,1,Divorced,Not wrong at all,Inspired word of God,Not at all
1998,2488,48,2,Married,,Literal word of God,2-3 times a month
1998,2498,48,1,Widowed,,Inspired word of God,Weekly
1998,2504,48,2,Divorced,Sometimes wrong,Literal word of God,
1998,2506,48,2,Divorced,Sometimes wrong,Inspired word of God,Not at all
1998,2515,48,1,Married,Not wrong at all,Literal word of God,
1998,2578,48,2,Never married,,,Not at all
1998,2654,48,1,Married,Not wrong at all,Fables and legends,Once or twice
1998,2738,48,1,Married,Not wrong at all,Inspired word of God,2-3 times a month
1998,2746,48,2,Married,Always wrong,Literal word of God,Once a month
1998,2761,48,2,Married,Always wrong,Inspired word of God,2-3 times a month
1998,2798,48,2,Separated,,,Weekly
1998,2807,48,1,Married,Always wrong,Inspired word of God,Weekly
1998,2825,48,1,Married,Not wrong at all,Inspired word of God,Weekly
2000,2,48,2,Divorced,,,
2000,21,48,1,Married,Almost always wrong,Fables and legends,2-3 times a month
2000,103,48,2,Married,Sometimes wrong,Inspired word of God,Once a month
2000,115,48,2,Never married,Sometimes wrong,Inspired word of God,Weekly
2000,155,48,2,Separated,Always wrong,Literal word of God,Once a month
2000,160,48,2,Married,Sometimes wrong,Inspired word of God,
2000,164,48,1,Never married,,,Once or twice
2000,166,48,1,Divorced,Not wrong at all,Inspired word of God,
2000,183,48,1,Widowed,Sometimes wrong,Inspired word of God,
2000,187,48,2,Divorced,,Inspired word of God,Weekly
2000,197,48,2,Never married,,Literal word of God,Once or twice
2000,201,48,2,Divorced,Not wrong at all,Literal word of God,2-3 times a month
2000,252,48,2,Married,,,Once a month
2000,259,48,2,Married,Always wrong,Literal word of God,
2000,277,48,2,Separated,,,Not at all
2000,372,48,1,Never married,Sometimes wrong,Literal word of God,
2000,406,48,1,Never married,Not wrong at all,Literal word of God,
2000,472,48,1,Widowed,,Literal word of God,
2000,553,48,2,Widowed,Not wrong at all,Inspired word of God,Weekly
2000,561,48,2,Married,Sometimes wrong,Inspired word of God,2-3 times a month
2000,565,48,2,Married,Not wrong at all,Literal word of God,Once a month
2000,600,48,2,Divorced,Always wrong,Literal word of God,
2000,629,48,2,Divorced,,Inspired word of God,Once or twice
2000,748,48,2,Married,Not wrong at all,Inspired word of God,
2000,793,48,2,Divorced,,,
2000,899,48,1,Married,Not wrong at all,Literal word of God,2-3 times per week
2000,1149,48,1,Married,Not wrong at all,Literal word of God,2-3 times a month
2000,1204,48,1,Married,Not wrong at all,,2-3 times per week
2000,1270,48,2,Married,,,Once a month
2000,1279,48,2,Married,,Inspired word of God,2-3 times a month
2000,1344,48,2,Married,Always wrong,Inspired word of God,2-3 times a month
2000,1422,48,1,Married,Not wrong at all,Inspired word of God,2-3 times a month
2000,1433,48,2,Never married,Not wrong at all,Inspired word of God,Not at all
2000,1471,48,2,Married,Almost always wrong,Literal word of God,
2000,1472,48,2,Married,Not wrong at all,Inspired word of God,Weekly
2000,1544,48,1,Married,,,Once a month
2000,1555,48,1,Divorced,Always wrong,Literal word of God,Weekly
2000,1569,48,2,Divorced,Not wrong at all,Inspired word of God,2-3 times a month
2000,1585,48,1,Never married,Always wrong,Literal word of God,Not at all
2000,1617,48,1,Married,Not wrong at all,Inspired word of God,Weekly
2000,1633,48,2,Married,Always wrong,Inspired word of God,Weekly
2000,1744,48,1,Married,,,
2000,1748,48,2,Widowed,Sometimes wrong,Inspired word of God,Once a month
2000,1836,48,1,Divorced,Sometimes wrong,,
2000,1889,48,1,Married,Sometimes wrong,Inspired word of God,2-3 times a month
2000,1923,48,1,Married,Always wrong,Inspired word of God,Once a month
2000,1938,48,2,Married,Not wrong at all,Literal word of God,Once a month
2000,2043,48,2,Divorced,Not wrong at all,Inspired word of God,2-3 times a month
2000,2060,48,2,Divorced,Not wrong at all,Inspired word of God,Not at all
2000,2082,48,2,Divorced,,Inspired word of God,2-3 times a month
2000,2105,48,2,Separated,,,Once or twice
2000,2152,48,1,Never married,Almost always wrong,Inspired word of God,Not at all
2000,2229,48,1,Never married,,Fables and legends,Not at all
2000,2238,48,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
2000,2413,48,2,Married,,,2-3 times per week
2000,2538,48,1,Divorced,,,Not at all
2000,2574,48,1,Married,Almost always wrong,Inspired word of God,2-3 times per week
2000,2591,48,2,Divorced,,Inspired word of God,Weekly
2000,2644,48,1,Married,Not wrong at all,Fables and legends,2-3 times a month
2000,2661,48,2,Married,Not wrong at all,Inspired word of God,
2000,2672,48,2,Never married,Not wrong at all,Literal word of God,2-3 times a month
2000,2801,48,1,Divorced,Not wrong at all,Literal word of God,Weekly
2002,12,48,1,Married,,,2-3 times per week
2002,49,48,2,Divorced,,,2-3 times a month
2002,55,48,1,Divorced,,,
2002,64,48,2,Married,Not wrong at all,Inspired word of God,2-3 times per week
2002,83,48,2,Married,,Inspired word of God,2-3 times a month
2002,171,48,2,Married,,,Once a month
2002,191,48,2,Never married,Not wrong at all,Fables and legends,Not at all
2002,204,48,2,Divorced,,,
2002,269,48,2,Never married,,,
2002,289,48,2,Never married,,,Not at all
2002,290,48,2,Married,Always wrong,Inspired word of God,
2002,309,48,2,Married,Sometimes wrong,Inspired word of God,
2002,372,48,2,Married,,,Weekly
2002,456,48,2,Never married,Sometimes wrong,Fables and legends,
2002,505,48,2,Never married,,,Not at all
2002,575,48,1,Separated,,,Not at all
2002,579,48,1,Married,,,
2002,581,48,2,Separated,,,Once a month
2002,594,48,1,Married,,Fables and legends,
2002,603,48,2,Married,,Literal word of God,2-3 times per week
2002,614,48,1,Married,,Inspired word of God,2-3 times per week
2002,625,48,2,Married,Sometimes wrong,Literal word of God,Once a month
2002,651,48,2,Married,,Fables and legends,2-3 times per week
2002,653,48,2,Married,,,Once a month
2002,685,48,1,Married,Sometimes wrong,Fables and legends,2-3 times per week
2002,875,48,2,Married,,,Weekly
2002,886,48,1,Married,Sometimes wrong,Inspired word of God,2-3 times a month
2002,954,48,2,Married,,Fables and legends,
2002,956,48,2,Married,Not wrong at all,Fables and legends,Weekly
2002,960,48,1,Married,Not wrong at all,Inspired word of God,
2002,978,48,1,Married,,,2-3 times a month
2002,987,48,1,Married,Not wrong at all,Fables and legends,Weekly
2002,1092,48,1,Married,,,2-3 times per week
2002,1246,48,2,Married,,,Weekly
2002,1262,48,1,Married,,,
2002,1310,48,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2002,1321,48,2,Married,Always wrong,Literal word of God,2-3 times a month
2002,1326,48,1,Never married,Not wrong at all,Inspired word of God,
2002,1345,48,1,Divorced,Not wrong at all,Inspired word of God,2-3 times a month
2002,1357,48,2,Married,,,2-3 times per week
2002,1358,48,2,Married,Always wrong,Literal word of God,2-3 times a month
2002,1506,48,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
2002,1618,48,2,Married,,,2-3 times a month
2002,1693,48,2,Married,,,
2002,1707,48,2,Divorced,Sometimes wrong,Inspired word of God,2-3 times per week
2002,1778,48,2,Never married,,,Not at all
2002,1799,48,1,Married,,,
2002,1878,48,2,Married,Not wrong at all,Fables and legends,
2002,2055,48,1,Married,,,2-3 times per week
2002,2060,48,2,Divorced,,,Not at all
2002,2165,48,2,Married,,,
2002,2243,48,1,Divorced,,Inspired word of God,Weekly
2002,2263,48,1,Married,,,
2002,2264,48,1,Married,Not wrong at all,Inspired word of God,
2002,2388,48,1,Divorced,Sometimes wrong,Inspired word of God,Weekly
2002,2415,48,2,Widowed,,,2-3 times a month
2002,2451,48,1,Married,,,Weekly
2002,2512,48,1,Married,,,2-3 times per week
2002,2551,48,1,Divorced,,,Weekly
2002,2593,48,2,Married,,Literal word of God,
2002,2738,48,2,Married,Always wrong,Inspired word of God,2-3 times per week
2004,16,48,1,Separated,,,Weekly
2004,40,48,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
2004,66,48,2,Married,,,
2004,84,48,1,Married,,,2-3 times per week
2004,242,48,1,Married,Not wrong at all,Inspired word of God,
2004,317,48,1,Married,,,Once a month
2004,363,48,2,Separated,,,2-3 times a month
2004,393,48,1,Married,,,Weekly
2004,396,48,2,Divorced,,,Not at all
2004,493,48,1,Never married,Almost always wrong,Literal word of God,
2004,597,48,1,Married,Not wrong at all,Inspired word of God,4+ times per week
2004,624,48,2,Married,,,Weekly
2004,643,48,2,Divorced,,,
2004,676,48,1,Married,,,Not at all
2004,797,48,2,Married,,,
2004,831,48,1,Divorced,,,Once or twice
2004,920,48,2,Married,,,Weekly
2004,932,48,1,Divorced,,,Once a month
2004,945,48,2,Married,,,2-3 times a month
2004,973,48,1,Married,Sometimes wrong,Inspired word of God,Weekly
2004,1028,48,1,Divorced,Always wrong,Literal word of God,
2004,1040,48,2,Divorced,Not wrong at all,Inspired word of God,
2004,1120,48,1,Married,,,Weekly
2004,1246,48,2,Married,,,Once a month
2004,1265,48,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
2004,1287,48,2,Married,Not wrong at all,Inspired word of God,Weekly
2004,1326,48,2,Married,,,4+ times per week
2004,1334,48,2,Married,,Inspired word of God,Once or twice
2004,1343,48,2,Married,Always wrong,Inspired word of God,Weekly
2004,1353,48,2,Divorced,,,4+ times per week
2004,1500,48,1,Married,,,2-3 times a month
2004,1592,48,1,Never married,,,2-3 times a month
2004,1661,48,2,Never married,,,Not at all
2004,1711,48,1,Married,,,4+ times per week
